player,pokemon,turns_active,times_brought_in,kos,pct_dmg_dealt,pct_dmg_taken,pct_dmg_healed,hits_taken,tera,tera_type,team_tera,team_tera_first,lead,faint,team_win
avarice,Glimmora,2,1,0,5,100,0,3,0,,1,1,1,1,1
avarice,Iron Moth,2,1,0,66,100,0,1,0,,1,1,0,1,1
avarice,Iron Valiant,2,1,0,63,100,0,2,0,,1,1,0,1,1
avarice,Kingambit,4,1,3,95,91,0,2,0,,1,1,0,0,1
Lily,Cinderace,3,2,0,110,100,0,2,0,,1,0,0,1,0
Lily,Garganacl,7,4,1,69,199,99,8,1,Water,1,0,0,1,0
Lily,Great Tusk,4,1,2,168,124,24,4,0,,1,0,0,1,0
Lily,Hoopa-Unbound,1,1,1,76,100,0,3,0,,1,0,0,1,0
Lily,Scream Tail,2,1,0,0,112,12,2,0,,1,0,0,1,0
Lily,Zapdos,4,2,1,100,100,0,3,0,,1,0,1,1,0
70to90gxe,Baxcalibur,4,2,1,119,100,0,1,0,,1,0,1,1,0
70to90gxe,Dondozo,1,1,1,32,0,0,0,0,,1,0,0,1,0
70to90gxe,Iron Valiant,1,1,0,22,100,0,1,0,,1,0,0,1,0
70to90gxe,Kingambit,5,1,1,175,100,0,3,1,Flying,1,0,0,1,0
70to90gxe,Ting-Lu,2,1,1,59,100,0,2,0,,1,0,0,1,0
70to90gxe,Zapdos,1,1,0,68,100,0,2,0,,1,0,0,1,0
oldspicemike,Great Tusk,5,1,1,76,100,0,3,0,,1,1,0,1,1
oldspicemike,Iron Moth,0,1,0,0,0,0,0,0,,1,1,0,0,1
oldspicemike,Iron Valiant,4,1,1,100,100,0,2,0,,1,1,0,1,1
oldspicemike,Kingambit,4,1,2,277,100,0,5,1,Fairy,1,1,0,1,1
oldspicemike,Meowscarada,2,1,0,0,100,0,2,0,,1,1,1,1,1
oldspicemike,Roaring Moon,1,1,1,35,75,0,1,0,,1,1,0,0,1
mind gaming,Baxcalibur,5,3,3,177,74,43,1,0,,1,0,0,0,1
mind gaming,Cinderace,3,1,1,68,100,0,3,0,,1,0,0,1,1
mind gaming,Enamorus,3,2,1,102,100,0,2,0,,1,0,0,1,1
mind gaming,Great Tusk,3,3,0,124,100,0,1,1,Steel,1,0,1,1,1
mind gaming,Kingambit,3,1,1,98,119,19,2,0,,1,0,0,1,1
mind gaming,Slowking-Galar,2,1,0,0,37,0,2,0,,1,0,0,0,1
Finchinator,Baxcalibur,4,1,2,159,100,0,3,1,Fairy,1,1,0,1,0
Finchinator,Gholdengo,3,1,1,140,100,0,3,0,,1,1,0,1,0
Finchinator,Iron Valiant,2,2,0,37,100,0,1,0,,1,1,0,1,0
Finchinator,Sneasler,1,2,0,0,100,0,1,0,,1,1,0,1,0
Finchinator,Ting-Lu,5,1,0,54,100,0,4,0,,1,1,1,1,0
Finchinator,Walking Wake,1,1,1,59,100,0,2,0,,1,1,0,1,0
Skypenguin,Gholdengo,1,1,0,0,100,0,2,0,,1,1,0,1,0
Skypenguin,Glimmora,1,2,0,0,100,0,2,0,,1,1,1,1,0
Skypenguin,Great Tusk,8,1,3,280,100,0,4,1,Ice,1,1,0,1,0
Skypenguin,Iron Valiant,2,1,0,51,100,0,1,0,,1,1,0,1,0
Skypenguin,Kingambit,2,3,0,71,118,18,2,0,,1,1,0,1,0
Skypenguin,Walking Wake,5,3,1,151,100,0,3,0,,1,1,0,1,0
MichaelderBeste2,Baxcalibur,1,1,0,22,106,6,2,0,,1,0,0,1,1
MichaelderBeste2,Cinderace,6,3,2,222,71,0,1,0,,1,0,0,0,1
MichaelderBeste2,Enamorus,1,1,0,61,100,0,1,0,,1,0,0,1,1
MichaelderBeste2,Great Tusk,3,1,0,10,100,0,2,1,Steel,1,0,0,1,1
MichaelderBeste2,Kingambit,4,4,2,45,102,7,2,0,,1,0,0,0,1
MichaelderBeste2,Slowking-Galar,6,3,2,228,100,0,3,0,,1,0,1,1,1
M Dragon,Alomomola,3,3,1,17,157,57,2,0,,0,0,0,1,0
M Dragon,Blissey,16,1,0,156,345,245,11,0,,0,0,0,1,0
M Dragon,Dondozo,0,1,0,0,100,0,1,0,,0,0,0,1,0
M Dragon,Ting-Lu,4,2,1,172,100,0,3,0,,0,0,1,1,0
M Dragon,Toxapex,0,1,0,0,100,0,1,0,,0,0,0,1,0
M Dragon,Zapdos,1,1,0,13,100,0,1,0,,0,0,0,1,0
Eoward,Dragapult,5,1,1,24,100,0,4,0,,1,1,0,1,1
Eoward,Glimmora,2,1,0,26,100,0,2,0,,1,1,1,1,1
Eoward,Hatterene,21,1,5,745,183,148,7,1,Water,1,1,0,0,1
Eoward,Iron Valiant,0,0,0,0,0,0,0,0,,1,1,0,0,1
Eoward,Moltres-Galar,0,0,0,0,0,0,0,0,,1,1,0,0,1
Eoward,Sneasler,1,1,0,33,0,0,0,0,,1,1,0,0,1
kythr,Baxcalibur,0,0,0,0,0,0,0,0,,1,1,0,0,0
kythr,Great Tusk,0,0,0,0,0,0,0,0,,1,1,0,0,0
kythr,Kingambit,9,3,2,323,138,38,4,1,Flying,1,1,1,1,0
kythr,Samurott-Hisui,0,3,0,0,100,0,3,0,,1,1,0,1,0
kythr,Slowking-Galar,4,4,0,0,108,72,3,0,,1,1,0,0,0
kythr,Zapdos,5,3,2,124,100,0,2,0,,1,1,0,1,0
carkoala,Dragapult,4,1,0,31,112,12,2,0,,1,0,0,1,1
carkoala,Grimmsnarl,4,2,0,0,100,0,3,0,,1,0,1,1,1
carkoala,Hatterene,13,1,3,314,104,104,2,1,Water,1,0,0,0,1
carkoala,Kingambit,0,0,0,0,0,0,0,0,,1,0,0,0,1
carkoala,Rillaboom,1,2,0,14,100,0,2,0,,1,0,0,1,1
carkoala,Sneasler,2,1,0,55,106,6,2,0,,1,0,0,1,1
watashi,Dragapult,2,3,1,48,100,0,1,0,,1,0,0,1,0
watashi,Great Tusk,4,2,3,106,129,29,4,1,Water,1,0,0,1,0
watashi,Heatran,2,2,0,35,100,0,2,0,,1,0,1,1,0
watashi,Meowscarada,1,1,0,38,100,0,1,0,,1,0,0,1,0
watashi,Thundurus-Therian,0,1,0,0,100,0,1,0,,1,0,0,1,0
watashi,Toxapex,3,5,1,95,219,119,7,0,,1,0,0,1,0
Lily,Floatzel,2,1,1,114,100,0,1,1,Water,1,1,0,1,1
Lily,Kilowattrel,2,1,1,140,100,0,1,0,,1,1,0,1,1
Lily,Kingambit,1,1,1,13,6,0,0,0,,1,1,0,0,1
Lily,Overqwil,3,1,1,146,100,0,3,0,,1,1,0,1,1
Lily,Pelipper,4,3,0,68,100,0,2,0,,1,1,1,1,1
Lily,Walking Wake,6,2,2,267,100,0,4,0,,1,1,0,1,1
Wanony,Dragapult,4,4,3,194,100,0,2,0,,1,1,0,1,0
Wanony,Great Tusk,0,1,0,0,100,0,1,0,,1,1,0,1,0
Wanony,Iron Valiant,2,1,1,169,100,0,1,1,Dark,1,1,0,1,0
Wanony,Samurott-Hisui,2,2,0,8,100,0,3,0,,1,1,0,1,0
Wanony,Scizor,1,1,0,31,100,0,1,0,,1,1,0,1,0
Wanony,Zapdos,2,2,1,100,100,0,2,0,,1,1,1,1,0
freezai,Dragapult,4,2,1,56,124,24,1,0,,1,0,0,1,1
freezai,Dragonite,2,1,1,137,100,0,2,0,,1,0,0,1,1
freezai,Gholdengo,1,1,1,88,100,0,2,0,,1,0,0,1,1
freezai,Iron Valiant,2,1,1,52,100,0,2,0,,1,0,0,1,1
freezai,Kingambit,3,2,2,90,63,0,1,1,Flying,1,0,0,0,1
freezai,Samurott-Hisui,1,1,0,48,100,0,2,0,,1,0,1,1,1
TFG Spec╪ear,Amoonguss,1,2,1,7,100,0,2,0,,1,1,0,1,0
TFG Spec╪ear,Garchomp,1,2,0,0,100,0,2,0,,1,1,1,1,0
TFG Spec╪ear,Great Tusk,2,1,0,88,100,0,3,0,,1,1,0,1,0
TFG Spec╪ear,Iron Valiant,3,3,1,117,100,0,1,1,Fairy,1,1,0,1,0
TFG Spec╪ear,Kingambit,4,3,1,39,130,30,3,0,,1,1,0,1,0
TFG Spec╪ear,Thundurus-Therian,3,3,0,78,100,0,3,0,,1,1,0,1,0
Raiza,Dragapult,3,2,1,134,100,0,2,1,Ghost,1,0,1,1,1
Raiza,Dragonite,1,1,0,0,0,0,0,0,,1,0,0,0,1
Raiza,Gholdengo,4,4,2,198,42,0,1,0,,1,0,0,0,1
Raiza,Great Tusk,3,2,1,67,100,0,3,0,,1,0,0,1,1
Raiza,Samurott-Hisui,1,1,1,22,12,0,0,0,,1,0,0,0,1
Raiza,Ting-Lu,4,1,1,128,126,26,5,0,,1,0,0,1,1
Redemption,Amoonguss,2,2,0,25,134,34,3,0,,1,1,0,1,1
Redemption,Basculegion-F,3,1,1,82,100,0,2,0,,1,1,0,1,1
Redemption,Baxcalibur,3,1,0,127,100,0,1,0,,1,1,0,1,1
Redemption,Great Tusk,3,2,1,101,118,18,2,0,,1,1,0,1,1
Redemption,Kingambit,4,1,2,200,118,18,3,1,Fairy,1,1,0,1,1
Redemption,Pelipper,5,2,2,65,56,0,1,0,,1,1,1,0,1
CHRI$TIAN DIOR,Baxcalibur,6,2,3,196,100,0,4,0,,1,0,0,1,0
CHRI$TIAN DIOR,Gholdengo,1,1,1,100,100,0,3,0,,1,0,0,1,0
CHRI$TIAN DIOR,Iron Valiant,1,1,0,19,100,0,2,1,Steel,1,0,0,1,0
CHRI$TIAN DIOR,Sneasler,1,1,0,66,100,0,1,0,,1,0,0,1,0
CHRI$TIAN DIOR,Ting-Lu,2,2,0,0,100,0,4,0,,1,0,1,1,0
CHRI$TIAN DIOR,Walking Wake,4,3,1,142,100,0,4,0,,1,0,0,1,0
sunsetss,Dragapult,2,3,0,14,100,0,1,0,,0,0,1,1,0
sunsetss,Great Tusk,0,1,0,0,100,0,3,0,,0,0,0,1,0
sunsetss,Hoopa-Unbound,3,3,0,96,100,0,3,0,,0,0,0,1,0
sunsetss,Iron Valiant,1,1,0,0,100,0,1,0,,0,0,0,1,0
sunsetss,Kingambit,4,4,1,162,100,0,5,0,,0,0,0,1,0
sunsetss,Moltres,11,5,2,191,148,48,4,0,,0,0,0,1,0
Kebab mlml,Baxcalibur,7,1,2,288,100,0,2,0,,0,0,0,1,1
Kebab mlml,Garganacl,0,1,0,0,12,7,1,0,,0,0,0,0,1
Kebab mlml,Great Tusk,6,3,2,96,100,0,3,0,,0,0,0,1,1
Kebab mlml,Iron Valiant,2,1,2,97,0,0,0,0,,0,0,0,0,1
Kebab mlml,Moltres,2,2,0,0,144,44,4,0,,0,0,1,1,1
Kebab mlml,Rotom-Wash,6,4,0,81,120,29,5,0,,0,0,0,0,1
Sylveon is so cute,Baxcalibur,4,1,2,208,100,0,2,0,,1,0,0,1,0
Sylveon is so cute,Dragapult,6,2,0,0,100,0,3,0,,1,0,0,1,0
Sylveon is so cute,Glimmora,3,1,0,38,100,0,3,0,,1,0,1,1,0
Sylveon is so cute,Moltres-Galar,1,1,1,72,100,0,2,1,Ghost,1,0,0,1,0
Sylveon is so cute,Roaring Moon,4,1,1,110,100,0,4,0,,1,0,0,1,0
Sylveon is so cute,Sneasler,1,1,0,28,100,0,2,0,,1,0,0,1,0
Hayburner,Dragonite,0,0,0,0,0,0,0,0,,1,1,0,0,1
Hayburner,Great Tusk,4,2,0,66,114,14,3,0,,1,1,0,1,1
Hayburner,Iron Valiant,4,1,2,177,100,0,2,1,Ghost,1,1,0,1,1
Hayburner,Kingambit,1,1,1,59,32,0,1,0,,1,1,0,0,1
Hayburner,Slowking-Galar,2,3,0,59,138,38,2,0,,1,1,0,1,1
Hayburner,Zapdos,9,6,3,161,100,0,2,0,,1,1,1,1,1
Xen『QT』,Cinderace,8,5,0,58,58,0,1,0,,1,0,0,0,1
Xen『QT』,Dragonite,1,3,0,45,100,0,3,0,,1,0,0,1,1
Xen『QT』,Gholdengo,10,7,4,229,111,89,5,1,Water,1,0,0,0,1
Xen『QT』,Great Tusk,7,4,0,67,152,52,8,0,,1,0,0,1,1
Xen『QT』,Ting-Lu,1,2,0,49,68,0,3,0,,1,0,0,0,1
Xen『QT』,Zapdos,11,7,1,189,236,136,6,0,,1,0,1,1,1
vaboh,Cinderace,9,4,0,153,100,0,4,0,,1,1,0,1,0
vaboh,Garganacl,7,8,0,5,290,290,9,1,Fairy,1,1,1,0,0
vaboh,Gholdengo,4,3,1,131,100,0,2,0,,1,1,0,1,0
vaboh,Great Tusk,5,5,1,90,117,17,6,0,,1,1,0,1,0
vaboh,Hoopa-Unbound,4,4,1,86,121,21,3,0,,1,1,0,1,0
vaboh,Rotom-Wash,5,5,0,148,100,0,5,0,,1,1,0,1,0
Dasmer03,Dragonite,3,2,2,45,50,0,1,1,Normal,1,1,0,0,1
Dasmer03,Great Tusk,12,5,0,140,192,92,8,0,,1,1,0,1,1
Dasmer03,Kingambit,19,6,2,664,114,14,1,0,,1,1,0,1,1
Dasmer03,Landorus-Therian,32,7,0,438,324,224,2,0,,1,1,1,1,1
Dasmer03,Skeledirge,3,1,1,34,100,0,2,0,,1,1,0,1,1
Dasmer03,Slowking-Galar,24,13,0,123,200,155,8,0,,1,1,0,0,1
myjava,Dondozo,46,10,1,161,583,483,24,0,,1,0,0,1,0
myjava,Enamorus,1,4,0,0,0,0,0,0,,1,0,0,1,0
myjava,Great Tusk,11,4,1,181,135,35,7,0,,1,0,1,1,0
myjava,Heatran,12,9,1,151,253,153,8,1,Grass,1,0,0,1,0
myjava,Roaring Moon,15,2,0,14,498,398,14,0,,1,0,0,1,0
myjava,Slowking-Galar,7,8,1,52,148,48,4,0,,1,0,0,1,0
xdRudi.exe,Amoonguss,2,2,0,0,126,26,4,0,,1,0,0,1,0
xdRudi.exe,Enamorus,3,5,1,110,100,0,1,0,,1,0,0,1,0
xdRudi.exe,Great Tusk,3,2,0,130,100,0,1,0,,1,0,1,1,0
xdRudi.exe,Heatran,7,2,1,59,148,48,6,1,Grass,1,0,0,1,0
xdRudi.exe,Hoopa-Unbound,2,3,2,103,100,0,1,0,,1,0,0,1,0
xdRudi.exe,Zapdos,2,2,0,60,100,0,3,0,,1,0,0,1,0
starmaster,Cinderace,0,2,0,0,100,0,1,0,,1,1,0,1,1
starmaster,Kingambit,1,1,1,1,6,0,0,0,,1,1,0,0,1
starmaster,Landorus-Therian,3,3,1,108,124,24,4,0,,1,1,0,1,1
starmaster,Rotom-Wash,4,1,0,26,67,19,1,0,,1,1,1,0,1
starmaster,Slowking-Galar,6,4,0,65,128,28,5,0,,1,1,0,1,1
starmaster,Zamazenta,8,4,4,315,100,0,1,1,Fighting,1,1,0,1,1
LLLiolae,Dragapult,6,6,0,69,100,0,3,0,,1,1,1,1,1
LLLiolae,Enamorus,2,4,1,100,0,0,1,1,Fire,1,1,0,0,1
LLLiolae,Great Tusk,6,5,0,96,100,0,4,0,,1,1,0,1,1
LLLiolae,Hoopa-Unbound,5,3,1,234,79,0,1,0,,1,1,0,0,1
LLLiolae,Kingambit,8,4,4,284,67,0,4,0,,1,1,0,0,1
LLLiolae,Slowking-Galar,1,1,0,0,7,6,1,0,,1,1,0,0,1
quixana,Amoonguss,6,10,1,124,314,214,8,0,,1,0,1,1,0
quixana,Cinderace,2,3,0,23,100,0,2,0,,1,0,0,1,0
quixana,Garganacl,1,5,0,1,132,32,5,1,Water,1,0,0,1,0
quixana,Iron Valiant,1,1,0,79,100,0,2,0,,1,0,0,1,0
quixana,Kingambit,4,5,1,84,156,56,4,0,,1,0,0,1,0
quixana,Landorus-Therian,4,4,0,8,136,36,3,0,,1,0,0,1,0
stareal,Cinderace,1,2,0,22,100,0,2,0,,1,1,0,1,0
stareal,Dragapult,10,7,3,196,100,0,2,0,,1,1,1,1,0
stareal,Great Tusk,5,6,0,78,44,29,1,0,,1,1,0,0,0
stareal,Kingambit,1,3,1,100,100,0,2,0,,1,1,0,1,0
stareal,Slowking-Galar,11,10,0,0,492,392,14,1,Water,1,1,0,1,0
stareal,Zapdos,5,5,0,94,150,50,5,0,,1,1,0,1,0
Jytcampbell,Dragapult,3,4,1,74,100,0,2,0,,1,0,0,1,1
Jytcampbell,Garganacl,11,8,1,41,179,179,4,0,,1,0,1,0,1
Jytcampbell,Great Tusk,4,6,1,115,10,10,0,0,,1,0,0,0,1
Jytcampbell,Hoopa-Unbound,8,3,1,273,100,0,3,0,,1,0,0,1,1
Jytcampbell,Skeledirge,5,1,1,151,100,0,2,1,Fairy,1,0,0,1,1
Jytcampbell,Zapdos,4,5,0,61,146,46,4,0,,1,0,0,1,1
DonSalvatore,Baxcalibur,3,1,1,153,58,0,1,0,,0,0,1,0,1
DonSalvatore,Enamorus,10,2,3,295,0,0,1,0,,0,0,0,1,1
DonSalvatore,Great Tusk,0,0,0,0,0,0,0,0,,0,0,0,0,1
DonSalvatore,Kingambit,3,1,0,13,112,12,2,0,,0,0,0,1,1
DonSalvatore,Slowking-Galar,4,3,0,41,117,17,3,0,,0,0,0,1,1
DonSalvatore,Zamazenta,3,2,2,159,59,12,1,0,,0,0,0,0,1
b1kharma,Dragapult,3,1,0,0,100,0,2,0,,1,1,0,1,0
b1kharma,Enamorus-Therian,14,2,1,129,161,61,9,1,Steel,1,1,0,1,0
b1kharma,Glimmora,1,1,0,58,100,0,2,0,,1,1,1,1,0
b1kharma,Iron Valiant,1,2,0,0,100,0,1,0,,1,1,0,1,0
b1kharma,Kingambit,0,1,0,0,100,0,1,0,,1,1,0,1,0
b1kharma,Walking Wake,3,1,1,159,100,0,3,0,,1,1,0,1,0
Fc ❤,Dragapult,4,3,2,106,100,0,3,0,,1,1,0,1,0
Fc ❤,Garganacl,19,8,1,68,563,463,16,0,,1,1,0,1,0
Fc ❤,Great Tusk,18,11,0,289,132,32,7,0,,1,1,0,1,0
Fc ❤,Scizor,6,6,1,137,150,50,5,0,,1,1,0,1,0
Fc ❤,Volcanion,2,1,0,47,100,0,1,1,Fairy,1,1,0,1,0
Fc ❤,Zapdos,10,9,0,152,138,38,7,0,,1,1,1,1,0
Malekith,Amoonguss,18,7,1,519,289,189,12,0,,1,0,0,1,1
Malekith,Enamorus,5,6,0,144,92,0,3,0,,1,0,1,1,1
Malekith,Garganacl,2,6,0,10,151,51,6,0,,1,0,0,1,1
Malekith,Great Tusk,12,10,0,89,132,32,9,0,,1,0,0,1,1
Malekith,Kingambit,7,7,4,284,199,114,7,1,Flying,1,0,0,0,1
Malekith,Zamazenta,6,2,1,83,107,7,5,0,,1,0,0,1,1
Heroic Verse,Gholdengo,1,1,1,24,43,0,2,0,,1,1,0,0,1
Heroic Verse,Glimmora,1,2,0,76,100,0,3,0,,1,1,1,1,1
Heroic Verse,Great Tusk,3,1,2,158,100,0,2,0,,1,1,0,1,1
Heroic Verse,Iron Valiant,7,3,2,274,100,0,2,1,Fire,1,1,0,1,1
Heroic Verse,Kingambit,1,2,0,18,50,12,2,0,,1,1,0,0,1
Heroic Verse,Walking Wake,1,1,1,50,100,0,1,0,,1,1,0,1,1
ZDen,Dragapult,4,3,1,257,100,0,2,0,,1,0,1,1,0
ZDen,Enamorus,0,1,0,0,100,0,1,0,,1,0,0,1,0
ZDen,Gholdengo,2,1,0,75,100,0,3,1,Fairy,1,0,0,1,0
ZDen,Great Tusk,3,2,2,2,100,0,4,0,,1,0,0,1,0
ZDen,Samurott-Hisui,2,1,1,64,100,0,2,0,,1,0,0,1,0
ZDen,Slowking-Galar,1,2,0,0,100,0,1,0,,1,0,0,1,0
ATTRIBUTE,Dragapult,5,1,3,90,80,30,1,1,Steel,1,1,0,0,1
ATTRIBUTE,Garganacl,5,1,0,2,73,69,2,0,,1,1,0,0,1
ATTRIBUTE,Gholdengo,3,4,0,38,128,98,5,0,,1,1,0,0,1
ATTRIBUTE,Great Tusk,4,1,0,55,100,0,4,0,,1,1,0,1,1
ATTRIBUTE,Moltres,1,1,0,15,29,0,1,0,,1,1,0,0,1
ATTRIBUTE,Ting-Lu,5,5,0,43,131,31,5,0,,1,1,1,1,1
Kyo,Garganacl,3,2,0,16,119,19,1,1,Fairy,1,0,0,1,0
Kyo,Great Tusk,5,2,0,72,81,6,3,0,,1,0,0,0,0
Kyo,Heatran,8,5,1,129,100,0,2,0,,1,0,0,1,0
Kyo,Iron Valiant,0,0,0,0,0,0,0,0,,1,0,0,0,0
Kyo,Meowscarada,2,3,0,35,100,0,2,0,,1,0,1,1,0
Kyo,Rotom-Wash,6,4,1,162,69,12,3,0,,1,0,0,0,0
PikachuZappyZap,Gholdengo,3,3,1,80,150,50,2,0,,1,0,0,1,1
PikachuZappyZap,Great Tusk,4,2,0,43,100,0,2,0,,1,0,0,1,1
PikachuZappyZap,Hoopa-Unbound,5,4,3,120,100,0,0,0,,1,0,0,1,1
PikachuZappyZap,Kingambit,2,2,1,47,46,13,1,0,,1,0,0,0,1
PikachuZappyZap,Volcanion,10,5,1,290,100,0,4,1,Ground,1,0,0,1,1
PikachuZappyZap,Zapdos,12,10,0,338,46,46,3,0,,1,0,1,0,1
ABR,Corviknight,0,2,0,0,114,14,3,0,,1,1,0,1,0
ABR,Garganacl,4,3,1,2,134,34,4,0,,1,1,0,1,0
ABR,Great Tusk,6,6,0,46,147,47,3,0,,1,1,0,1,0
ABR,Ting-Lu,3,3,0,60,131,31,4,1,Water,1,1,0,1,0
ABR,Toxapex,7,8,1,2,454,354,10,0,,1,1,1,1,0
ABR,Zamazenta,6,5,2,161,100,0,3,0,,1,1,0,1,0
ninjadog,Cinderace,3,2,1,68,100,0,2,0,,1,1,1,1,1
ninjadog,Garganacl,7,5,1,48,174,115,4,1,Water,1,1,0,0,1
ninjadog,Great Tusk,4,2,0,113,100,0,3,0,,1,1,0,1,1
ninjadog,Hoopa-Unbound,2,3,1,77,147,47,3,0,,1,1,0,1,1
ninjadog,Scream Tail,3,2,0,0,39,39,1,0,,1,1,0,0,1
ninjadog,Zapdos,20,4,3,410,337,237,8,0,,1,1,0,1,1
Uzigunner,Amoonguss,10,5,0,184,183,83,6,1,Dark,1,0,0,1,0
Uzigunner,Baxcalibur,4,5,0,119,100,0,4,0,,1,0,1,1,0
Uzigunner,Great Tusk,6,6,1,198,107,7,5,0,,1,0,0,1,0
Uzigunner,Iron Valiant,3,2,1,68,100,0,2,0,,1,0,0,1,0
Uzigunner,Kingambit,4,2,2,125,100,0,3,0,,1,0,0,1,0
Uzigunner,Slowking,2,2,0,0,183,83,5,0,,1,0,0,1,0
McMeghan,Great Tusk,3,3,0,7,100,0,4,0,,1,0,0,1,0
McMeghan,Kingambit,10,6,2,349,138,38,4,1,Fairy,1,0,0,1,0
McMeghan,Slowking-Galar,11,10,0,45,288,188,6,0,,1,0,1,1,0
McMeghan,Tornadus-Therian,18,8,0,178,333,234,6,0,,1,0,0,0,0
McMeghan,Volcanion,7,4,1,179,100,0,1,0,,1,0,0,1,0
McMeghan,Zamazenta,7,4,1,92,82,0,1,0,,1,0,0,0,0
creature of steel,Dondozo,13,5,0,101,161,161,6,0,,1,1,0,0,1
creature of steel,Great Tusk,1,1,0,11,100,0,1,0,,1,1,0,1,1
creature of steel,Moltres,4,4,0,22,201,101,5,0,,1,1,0,1,1
creature of steel,Muk-Alola,29,13,4,263,246,219,11,0,,1,1,1,0,1
creature of steel,Rotom-Wash,4,4,0,38,137,37,5,0,,1,1,0,1,1
creature of steel,Ting-Lu,4,2,0,49,100,0,4,1,Ghost,1,1,0,1,1
crying,Amoonguss,3,5,0,64,183,83,4,0,,1,0,0,1,1
crying,Dragonite,0,0,0,0,0,0,0,0,,1,0,0,0,1
crying,Gholdengo,5,2,0,49,118,18,1,0,,1,0,0,1,1
crying,Greninja,6,5,1,228,51,0,1,0,,1,0,0,0,1
crying,Hydreigon,5,3,1,100,100,0,4,0,,1,0,1,1,1
crying,Iron Valiant,3,1,2,86,0,0,0,1,Ghost,1,0,0,0,1
Leo,Baxcalibur,1,1,0,96,57,0,1,0,,1,1,0,0,0
Leo,Great Tusk,0,3,0,0,115,15,3,0,,1,1,0,1,0
Leo,Iron Valiant,1,5,0,18,100,0,3,0,,1,1,0,1,0
Leo,Kingambit,6,2,1,69,130,30,9,1,Fairy,1,1,0,1,0
Leo,Rotom-Heat,2,2,0,28,100,0,4,0,,1,1,1,1,0
Leo,Volcanion,7,4,2,192,92,0,2,0,,1,1,0,0,0
outb pj,Garganacl,1,1,1,1,106,6,2,1,Water,1,1,0,1,0
outb pj,Gholdengo,0,1,0,0,100,0,1,0,,1,1,0,1,0
outb pj,Great Tusk,0,1,0,0,100,0,1,0,,1,1,0,1,0
outb pj,Meowscarada,3,3,0,118,100,0,2,0,,1,1,1,1,0
outb pj,Volcanion,0,1,0,0,100,0,2,0,,1,1,0,1,0
outb pj,Zapdos,3,2,1,81,100,0,3,0,,1,1,0,1,0
TPP,Armarouge,5,1,1,152,100,0,3,0,,1,0,0,1,1
TPP,Great Tusk,0,0,0,0,0,0,0,0,,1,0,0,0,1
TPP,Greninja,5,1,5,447,49,0,0,1,Water,1,0,0,0,1
TPP,Hatterene,2,1,0,7,100,0,3,0,,1,0,0,1,1
TPP,Indeedee,0,1,0,0,0,0,0,0,,1,0,1,0,1
TPP,Sneasler,0,0,0,0,0,0,0,0,,1,0,0,0,1
ZoroDark,Amoonguss,3,1,0,32,100,0,2,0,,1,1,1,1,1
ZoroDark,Enamorus,3,2,1,79,74,0,2,0,,1,1,0,1,1
ZoroDark,Garganacl,5,2,0,50,131,131,3,1,Water,1,1,0,0,1
ZoroDark,Great Tusk,3,2,0,21,99,0,2,0,,1,1,0,0,1
ZoroDark,Kingambit,0,0,0,0,0,0,0,0,,1,1,0,0,1
ZoroDark,Zamazenta,8,1,5,319,41,0,1,0,,1,1,0,0,1
Uxilon,Cinderace,3,2,0,13,100,0,2,0,,1,0,0,1,0
Uxilon,Enamorus,0,1,0,0,100,0,1,0,,1,0,0,1,0
Uxilon,Kingambit,5,1,0,115,132,32,2,0,,1,0,0,1,0
Uxilon,Landorus-Therian,3,1,0,0,100,0,3,0,,1,0,0,1,0
Uxilon,Slowking-Galar,1,4,1,54,106,6,3,0,,1,0,1,1,0
Uxilon,Zamazenta,4,3,0,202,100,0,2,1,Fighting,1,0,0,1,0
EeveetoTheN00b,Clodsire,9,5,1,114,151,148,4,0,,1,1,0,0,1
EeveetoTheN00b,Cresselia,12,1,3,182,179,142,10,0,,1,1,0,0,1
EeveetoTheN00b,Dragapult,7,3,1,332,0,0,0,1,Dragon,1,1,1,0,1
EeveetoTheN00b,Great Tusk,4,4,1,113,29,23,1,0,,1,1,0,0,1
EeveetoTheN00b,Meowscarada,3,3,0,115,36,0,1,0,,1,1,0,0,1
EeveetoTheN00b,Moltres,6,5,0,83,109,50,4,0,,1,1,0,0,1
quixana,Garganacl,3,2,0,0,256,156,10,0,,1,0,0,1,0
quixana,Gholdengo,1,2,0,46,100,0,2,0,,1,0,0,1,0
quixana,Great Tusk,4,5,0,46,113,13,3,0,,1,0,0,1,0
quixana,Samurott-Hisui,5,4,0,239,100,0,2,0,,1,0,0,1,0
quixana,Slowking-Galar,8,9,0,32,277,177,10,0,,1,0,0,1,0
quixana,Zapdos,11,11,0,105,320,220,7,1,Fairy,1,0,1,1,0
PikachuZappyZap,Amoonguss,3,4,0,0,201,101,5,0,,1,1,0,1,0
PikachuZappyZap,Enamorus,4,4,1,16,0,0,0,0,,1,1,0,1,0
PikachuZappyZap,Gholdengo,1,2,0,69,100,0,2,0,,1,1,0,1,0
PikachuZappyZap,Great Tusk,2,1,0,0,100,0,2,0,,1,1,0,1,0
PikachuZappyZap,Iron Hands,5,3,1,35,171,71,3,1,Flying,1,1,0,1,0
PikachuZappyZap,Ting-Lu,4,3,0,78,132,32,5,0,,1,1,1,1,0
